image_name,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,label
person_nn_0.jpg,0.4297552108764648,0.2752200067043304,0.4264889061450958,0.2557679712772369,0.414347380399704,0.2694200575351715,0.0,0.0,0.3807190358638763,0.2960589230060577,0.4309547841548919,0.349540114402771,0.3574663996696472,0.4051584899425506,0.4652355015277862,0.4475779235363006,0.3478894531726837,0.5321211814880371,0.4790839850902557,0.5631003379821777,0.4166134595870971,0.5849624872207642,0.4409187138080597,0.5889160633087158,0.4013802409172058,0.6220346689224243,0.4154957234859466,0.6932530403137207,0.4232619702816009,0.7480366826057434,0.3792391121387481,0.8038855195045471,0.4309380948543548,0.8408912420272827,Normal
person_nn_1.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9632793068885804,0.0768385156989097,0.9425830245018004,0.1202733591198921,0.93882018327713,0.1376349031925201,0.0,0.0,0.9409350156784058,0.2422721534967422,0.0,0.0,0.9770780205726624,0.2078543007373809,0.9099454283714294,0.3013857901096344,0.9078437089920044,0.3079156875610351,0.895896852016449,0.4282142519950866,0.8978341221809387,0.4465250670909881,0.8787809014320374,0.5421136617660522,0.8784366250038147,0.5652340650558472,Normal
person_nn_2.jpg,0.4466924667358398,0.283404141664505,0.4439525604248047,0.2654896378517151,0.4327401518821716,0.2758384346961975,0.0,0.0,0.3999197781085968,0.3020768463611603,0.4486948251724243,0.3659590780735016,0.3746906816959381,0.4173367619514465,0.4752953052520752,0.4755440354347229,0.3762896955013275,0.5617569088935852,0.485997200012207,0.5684416890144348,0.4427439868450165,0.6110418438911438,0.4646805226802826,0.6200046539306641,0.4189690947532654,0.650682270526886,0.4552652239799499,0.730592668056488,0.4276834726333618,0.7776772975921631,0.4350144565105438,0.8470823764801025,0.4383690357208252,0.879789412021637,Normal
person_nn_3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9629042148590088,0.0808891952037811,0.943047821521759,0.1191381588578224,0.9382445216178894,0.1382551044225692,0.0,0.0,0.9415507912635804,0.2405823022127151,0.0,0.0,0.9774172306060792,0.205106720328331,0.9098920822143556,0.2926199734210968,0.9072099328041076,0.3001792132854461,0.8981383442878723,0.4192407131195068,0.899186372756958,0.4397438168525696,0.8788487911224365,0.5317490696907043,0.878080427646637,0.5576031804084778,Normal
person_nn_4.jpg,0.4714582860469818,0.2904848456382751,0.0,0.0,0.4565008282661438,0.2815726101398468,0.0,0.0,0.4200210571289062,0.310561865568161,0.4632584452629089,0.3889499306678772,0.3924572765827179,0.4342256188392639,0.4879762828350067,0.5076962113380432,0.3993937373161316,0.5836153626441956,0.5078725814819336,0.5869089365005493,0.471341609954834,0.6218330264091492,0.4798949956893921,0.6336400508880615,0.4339438378810882,0.6649147272109985,0.4825067222118377,0.7370830178260803,0.440818727016449,0.7959274053573608,0.4660314619541168,0.8220834136009216,0.4391186535358429,0.881912112236023,Normal
person_nn_5.jpg,0.0,0.0,0.0,0.0,0.9789667725563048,0.0825411230325698,0.0,0.0,0.9630213379859924,0.0802341923117637,0.9462679624557496,0.1203559637069702,0.9369606971740724,0.135792538523674,0.0,0.0,0.9398688673973083,0.2380959093570709,0.0,0.0,0.9793601632118224,0.2050721049308776,0.9113248586654664,0.2941161394119262,0.9054234027862548,0.3000975549221039,0.8978453874588013,0.4221361875534057,0.8975388407707214,0.4404822289943695,0.8781449794769287,0.5359720587730408,0.8762067556381226,0.5608519911766052,Normal
person_nn_6.jpg,0.4714582860469818,0.2904848456382751,0.0,0.0,0.4565008282661438,0.2815726101398468,0.0,0.0,0.4200210571289062,0.310561865568161,0.4632584452629089,0.3889499306678772,0.3924572765827179,0.4342256188392639,0.4879762828350067,0.5076962113380432,0.3993937373161316,0.5836153626441956,0.5078725814819336,0.5869089365005493,0.471341609954834,0.6218330264091492,0.4798949956893921,0.6336400508880615,0.4339438378810882,0.6649147272109985,0.4825067222118377,0.7370830178260803,0.440818727016449,0.7959274053573608,0.4660314619541168,0.8220834136009216,0.4391186535358429,0.881912112236023,Normal
person_nn_7.jpg,0.0,0.0,0.0,0.0,0.9789667725563048,0.0825411230325698,0.0,0.0,0.9630213379859924,0.0802341923117637,0.9462679624557496,0.1203559637069702,0.9369606971740724,0.135792538523674,0.0,0.0,0.9398688673973083,0.2380959093570709,0.0,0.0,0.9793601632118224,0.2050721049308776,0.9113248586654664,0.2941161394119262,0.9054234027862548,0.3000975549221039,0.8978453874588013,0.4221361875534057,0.8975388407707214,0.4404822289943695,0.8781449794769287,0.5359720587730408,0.8762067556381226,0.5608519911766052,Normal
person_nn_8.jpg,0.4984887838363647,0.3109615445137024,0.0,0.0,0.4845999479293823,0.3010601699352264,0.0,0.0,0.4464932978153229,0.3247640430927276,0.4872582852840423,0.3881794214248657,0.4205094277858734,0.4463051855564117,0.50522381067276,0.5029592514038086,0.4275466203689575,0.6116893887519836,0.5201586484909058,0.5843045711517334,0.5061580538749695,0.6326263546943665,0.4992476105690002,0.6422666907310486,0.4515671133995056,0.6746188402175903,0.521248459815979,0.7618845105171204,0.4507661163806915,0.8012050986289978,0.5123188495635986,0.8928205370903015,0.4346790909767151,0.9052868485450744,Normal
person_nn_9.jpg,0.0,0.0,0.0,0.0,0.981831431388855,0.0755458697676658,0.0,0.0,0.9635446071624756,0.0752360895276069,0.9589346647262572,0.1214823946356773,0.9354285597801208,0.1342702209949493,0.0,0.0,0.9397949576377868,0.2364197224378585,0.0,0.0,0.9791908860206604,0.205155998468399,0.919977843761444,0.2939956784248352,0.90454763174057,0.2979696094989776,0.9017794132232666,0.4202514588832855,0.896938681602478,0.4366714060306549,0.8767666816711426,0.5363590121269226,0.8755443692207336,0.5610775947570801,Normal
